y_pm25,x_aod,sensor_type
12.1,110.0,low-cost sensor
14.2,110.0,low-cost sensor
15.1,247.0,low-cost sensor
15.3,247.0,low-cost sensor
18.0,275.0,low-cost sensor
22.0,275.0,low-cost sensor
9.5,64.0,low-cost sensor
9.4,64.0,low-cost sensor
9.0,119.0,low-cost sensor
8.2,119.0,low-cost sensor
11.9,146.0,low-cost sensor
14.3,146.0,low-cost sensor
3.6,181.0,low-cost sensor
5.4,181.0,low-cost sensor
8.2,181.0,low-cost sensor
4.9,131.0,low-cost sensor
2.9,131.0,low-cost sensor
0.2,118.0,low-cost sensor
0.1,118.0,low-cost sensor
29.8,124.0,low-cost sensor
27.8,124.0,low-cost sensor
20.5,40.0,low-cost sensor
23.2,40.0,low-cost sensor
25.7,66.0,low-cost sensor
26.0,66.0,low-cost sensor
22.0,44.0,low-cost sensor
22.6,44.0,low-cost sensor
22.5,44.0,low-cost sensor
27.4,120.0,low-cost sensor
31.1,120.0,low-cost sensor
32.8,120.0,low-cost sensor
19.8,154.0,low-cost sensor
18.7,154.0,low-cost sensor
21.8,175.0,low-cost sensor
22.5,175.0,low-cost sensor
23.6,189.0,low-cost sensor
29.5,189.0,low-cost sensor
30.8,207.0,low-cost sensor
30.0,207.0,low-cost sensor
18.8,173.0,low-cost sensor
16.6,173.0,low-cost sensor
18.8,186.0,low-cost sensor
20.0,186.0,low-cost sensor
10.2,25.0,low-cost sensor
10.2,25.0,low-cost sensor
10.5,40.0,low-cost sensor
17.5,40.0,low-cost sensor
16.6,95.0,low-cost sensor
12.7,95.0,low-cost sensor
11.4,76.0,low-cost sensor
12.6,76.0,low-cost sensor
10.8,17.0,low-cost sensor
10.4,17.0,low-cost sensor
10.8,72.0,low-cost sensor
11.2,72.0,low-cost sensor
12.0,129.0,low-cost sensor
13.7,129.0,low-cost sensor
13.7,148.0,low-cost sensor
10.8,148.0,low-cost sensor
13.1,249.0,low-cost sensor
13.5,249.0,low-cost sensor
21.3,190.0,low-cost sensor
22.5,190.0,low-cost sensor
16.1,208.0,low-cost sensor
15.1,208.0,low-cost sensor
22.5,245.0,low-cost sensor
21.7,245.0,low-cost sensor
17.3,125.0,low-cost sensor
15.9,125.0,low-cost sensor
19.6,134.0,low-cost sensor
22.3,134.0,low-cost sensor
24.2,198.0,low-cost sensor
25.0,198.0,low-cost sensor
18.1,152.0,low-cost sensor
21.7,152.0,low-cost sensor
15.2,207.0,low-cost sensor
20.0,132.0,low-cost sensor
15.5,132.0,low-cost sensor
19.4,231.0,low-cost sensor
13.4,231.0,low-cost sensor
12.0,79.0,low-cost sensor
22.0,67.0,low-cost sensor
26.7,67.0,low-cost sensor
28.7,119.0,low-cost sensor
29.6,119.0,low-cost sensor
31.9,152.0,low-cost sensor
34.2,158.0,low-cost sensor
35.2,158.0,low-cost sensor
37.8,140.0,low-cost sensor
37.9,140.0,low-cost sensor
31.7,52.0,low-cost sensor
36.8,152.0,low-cost sensor
36.4,152.0,low-cost sensor
39.8,152.0,low-cost sensor
30.0,170.0,low-cost sensor
33.1,170.0,low-cost sensor
28.0,65.0,low-cost sensor
32.7,111.0,low-cost sensor
33.5,111.0,low-cost sensor
19.3,160.0,low-cost sensor
25.3,160.0,low-cost sensor
25.3,76.0,low-cost sensor
29.5,76.0,low-cost sensor
22.5,190.0,low-cost sensor
25.5,190.0,low-cost sensor
30.2,188.0,low-cost sensor
33.2,188.0,low-cost sensor
27.5,159.0,low-cost sensor
26.7,159.0,low-cost sensor
26.0,190.0,low-cost sensor
26.5,190.0,low-cost sensor
25.5,227.0,low-cost sensor
27.2,227.0,low-cost sensor
23.9,53.0,low-cost sensor
26.0,53.0,low-cost sensor
39.8,229.0,low-cost sensor
41.4,229.0,low-cost sensor
35.2,396.0,low-cost sensor
38.4,396.0,low-cost sensor
45.6,401.0,low-cost sensor
47.2,401.0,low-cost sensor
30.2,210.0,low-cost sensor
18.3,232.0,low-cost sensor
19.8,232.0,low-cost sensor
25.3,200.0,low-cost sensor
18.5,200.0,low-cost sensor
30.8,263.0,low-cost sensor
30.2,263.0,low-cost sensor
13.6,140.0,low-cost sensor
17.6,140.0,low-cost sensor
17.4,174.0,low-cost sensor
17.3,95.0,low-cost sensor
23.2,95.0,low-cost sensor
31.0,216.0,low-cost sensor
32.5,216.0,low-cost sensor
1.9,216.0,low-cost sensor
2.6,216.0,low-cost sensor
8.7,195.0,low-cost sensor
12.4,195.0,low-cost sensor
13.7,183.0,low-cost sensor
14.9,183.0,low-cost sensor
24.4,263.0,low-cost sensor
24.2,263.0,low-cost sensor
12.0,138.0,low-cost sensor
11.8,138.0,low-cost sensor
10.9,330.0,low-cost sensor
12.3,330.0,low-cost sensor
32.6,193.0,low-cost sensor
37.0,193.0,low-cost sensor
30.3,129.0,low-cost sensor
31.8,129.0,low-cost sensor
20.5,6.0,low-cost sensor
19.7,6.0,low-cost sensor
29.2,62.0,low-cost sensor
22.2,62.0,low-cost sensor
12.2,32.0,low-cost sensor
13.3,32.0,low-cost sensor
13.6,3.0,low-cost sensor
17.0,3.0,low-cost sensor
20.7,66.0,low-cost sensor
20.3,66.0,low-cost sensor
30.1,183.0,low-cost sensor
37.7,281.0,low-cost sensor
34.8,281.0,low-cost sensor
38.0,190.0,low-cost sensor
18.5,48.0,low-cost sensor
19.5,85.0,low-cost sensor
19.9,85.0,low-cost sensor
20.9,9.0,low-cost sensor
22.3,9.0,low-cost sensor
21.3,81.0,low-cost sensor
25.4,81.0,low-cost sensor
21.5,4.0,low-cost sensor
25.5,4.0,low-cost sensor
25.4,4.0,low-cost sensor
26.1,46.0,low-cost sensor
24.0,46.0,low-cost sensor
27.8,46.0,low-cost sensor
25.2,43.0,low-cost sensor
26.2,43.0,low-cost sensor
29.4,86.0,low-cost sensor
28.0,86.0,low-cost sensor
34.3,222.0,low-cost sensor
36.8,222.0,low-cost sensor
24.8,106.0,low-cost sensor
26.8,106.0,low-cost sensor
24.7,101.0,low-cost sensor
28.1,101.0,low-cost sensor
20.0,89.0,low-cost sensor
22.6,89.0,low-cost sensor
16.4,58.0,low-cost sensor
18.5,58.0,low-cost sensor
25.8,82.0,low-cost sensor
25.5,82.0,low-cost sensor
17.4,66.0,low-cost sensor
24.0,66.0,low-cost sensor
22.4,47.0,low-cost sensor
26.9,47.0,low-cost sensor
54.3,526.0,low-cost sensor
57.1,526.0,low-cost sensor
77.1,593.0,low-cost sensor
56.9,566.0,low-cost sensor
58.5,566.0,low-cost sensor
57.9,332.0,low-cost sensor
60.4,332.0,low-cost sensor
87.8,370.0,low-cost sensor
72.6,370.0,low-cost sensor
34.8,125.0,low-cost sensor
40.6,125.0,low-cost sensor
42.3,56.0,low-cost sensor
40.2,93.0,low-cost sensor
41.5,93.0,low-cost sensor
42.6,43.0,low-cost sensor
51.5,128.0,low-cost sensor
37.0,300.0,low-cost sensor
25.7,18.0,low-cost sensor
32.8,73.0,low-cost sensor
35.5,263.0,low-cost sensor
39.1,104.0,low-cost sensor
37.9,104.0,low-cost sensor
27.9,50.0,low-cost sensor
26.0,50.0,low-cost sensor
27.5,77.0,low-cost sensor
27.8,77.0,low-cost sensor
40.9,103.0,low-cost sensor
45.8,195.0,low-cost sensor
46.2,123.0,low-cost sensor
35.7,216.0,low-cost sensor
35.8,216.0,low-cost sensor
39.6,206.0,low-cost sensor
38.8,172.0,low-cost sensor
37.7,172.0,low-cost sensor
41.3,180.0,low-cost sensor
38.8,180.0,low-cost sensor
47.0,286.0,low-cost sensor
48.3,286.0,low-cost sensor
44.2,331.0,low-cost sensor
43.0,477.0,low-cost sensor
36.9,151.0,low-cost sensor
39.8,151.0,low-cost sensor
42.3,144.0,low-cost sensor
44.2,144.0,low-cost sensor
34.0,120.0,low-cost sensor
36.3,57.0,low-cost sensor
36.6,57.0,low-cost sensor
29.5,66.0,low-cost sensor
34.5,98.0,low-cost sensor
38.1,123.0,low-cost sensor
13.9,35.0,low-cost sensor
19.6,35.0,low-cost sensor
46.3,239.0,low-cost sensor
72.1,336.0,low-cost sensor
96.1,336.0,low-cost sensor
125.9,1118.0,low-cost sensor
148.6,1118.0,low-cost sensor
238.0,1069.0,low-cost sensor
222.6,1069.0,low-cost sensor
191.4,1087.0,low-cost sensor
211.0,1087.0,low-cost sensor
256.7,993.0,low-cost sensor
61.3,525.0,low-cost sensor
61.0,525.0,low-cost sensor
220.3,355.0,low-cost sensor
211.0,355.0,low-cost sensor
62.4,497.0,low-cost sensor
73.1,497.0,low-cost sensor
99.2,401.0,low-cost sensor
119.5,401.0,low-cost sensor
128.8,401.0,low-cost sensor
45.4,278.0,low-cost sensor
51.3,278.0,low-cost sensor
90.7,253.0,low-cost sensor
119.0,253.0,low-cost sensor
124.1,891.0,low-cost sensor
161.5,891.0,low-cost sensor
191.3,787.0,low-cost sensor
194.8,787.0,low-cost sensor
78.8,459.0,low-cost sensor
89.2,459.0,low-cost sensor
47.7,275.0,low-cost sensor
51.7,361.0,low-cost sensor
45.5,158.0,low-cost sensor
52.1,227.0,low-cost sensor
48.0,227.0,low-cost sensor
48.1,293.0,low-cost sensor
49.6,325.0,low-cost sensor
49.8,325.0,low-cost sensor
45.8,320.0,low-cost sensor
48.9,320.0,low-cost sensor
79.6,745.0,low-cost sensor
91.0,745.0,low-cost sensor
113.9,903.0,low-cost sensor
106.7,903.0,low-cost sensor
87.6,861.0,low-cost sensor
120.6,861.0,low-cost sensor
51.8,176.0,low-cost sensor
57.4,176.0,low-cost sensor
60.0,693.0,low-cost sensor
55.3,693.0,low-cost sensor
96.7,713.0,low-cost sensor
93.2,713.0,low-cost sensor
47.8,390.0,low-cost sensor
69.3,902.0,low-cost sensor
77.2,902.0,low-cost sensor
88.0,902.0,low-cost sensor
35.6,387.0,low-cost sensor
35.7,387.0,low-cost sensor
164.0,1241.0,low-cost sensor
190.5,1241.0,low-cost sensor
218.0,1622.0,low-cost sensor
239.5,1622.0,low-cost sensor
126.5,1213.0,low-cost sensor
241.1,1638.0,low-cost sensor
248.9,1638.0,low-cost sensor
307.1,1335.0,low-cost sensor
315.6,1335.0,low-cost sensor
170.6,928.0,low-cost sensor
239.5,928.0,low-cost sensor
169.0,1582.0,low-cost sensor
87.4,915.0,low-cost sensor
103.9,915.0,low-cost sensor
145.0,834.0,low-cost sensor
157.5,834.0,low-cost sensor
87.7,1014.0,low-cost sensor
98.0,1014.0,low-cost sensor
106.9,1014.0,low-cost sensor
119.8,577.0,low-cost sensor
122.9,577.0,low-cost sensor
13.5,110.0,low-cost sensor
15.6,110.0,low-cost sensor
16.2,247.0,low-cost sensor
15.5,247.0,low-cost sensor
19.2,275.0,low-cost sensor
22.4,275.0,low-cost sensor
10.5,64.0,low-cost sensor
9.7,64.0,low-cost sensor
13.0,119.0,low-cost sensor
8.6,119.0,low-cost sensor
14.1,146.0,low-cost sensor
15.9,146.0,low-cost sensor
4.6,181.0,low-cost sensor
5.5,181.0,low-cost sensor
7.5,181.0,low-cost sensor
7.1,131.0,low-cost sensor
4.3,131.0,low-cost sensor
0.2,118.0,low-cost sensor
0.7,118.0,low-cost sensor
27.5,124.0,low-cost sensor
27.0,124.0,low-cost sensor
20.8,40.0,low-cost sensor
21.3,40.0,low-cost sensor
23.4,66.0,low-cost sensor
25.4,66.0,low-cost sensor
21.7,44.0,low-cost sensor
21.8,44.0,low-cost sensor
22.5,44.0,low-cost sensor
26.1,120.0,low-cost sensor
29.5,120.0,low-cost sensor
30.2,120.0,low-cost sensor
19.8,154.0,low-cost sensor
18.2,154.0,low-cost sensor
21.7,175.0,low-cost sensor
23.5,175.0,low-cost sensor
23.0,189.0,low-cost sensor
28.9,189.0,low-cost sensor
26.8,207.0,low-cost sensor
25.2,207.0,low-cost sensor
18.2,173.0,low-cost sensor
17.3,173.0,low-cost sensor
18.6,186.0,low-cost sensor
19.4,186.0,low-cost sensor
9.6,25.0,low-cost sensor
9.7,25.0,low-cost sensor
9.5,40.0,low-cost sensor
15.2,40.0,low-cost sensor
15.6,95.0,low-cost sensor
10.6,95.0,low-cost sensor
11.0,76.0,low-cost sensor
12.2,76.0,low-cost sensor
9.9,17.0,low-cost sensor
8.2,17.0,low-cost sensor
10.9,72.0,low-cost sensor
11.2,72.0,low-cost sensor
10.5,129.0,low-cost sensor
12.2,129.0,low-cost sensor
14.7,148.0,low-cost sensor
9.9,148.0,low-cost sensor
13.6,249.0,low-cost sensor
13.5,249.0,low-cost sensor
22.2,190.0,low-cost sensor
21.4,190.0,low-cost sensor
16.2,208.0,low-cost sensor
14.5,208.0,low-cost sensor
20.9,245.0,low-cost sensor
21.1,245.0,low-cost sensor
16.8,125.0,low-cost sensor
15.0,125.0,low-cost sensor
19.9,134.0,low-cost sensor
22.4,134.0,low-cost sensor
22.3,198.0,low-cost sensor
20.5,198.0,low-cost sensor
18.8,152.0,low-cost sensor
20.8,152.0,low-cost sensor
14.7,207.0,low-cost sensor
24.5,132.0,low-cost sensor
16.1,132.0,low-cost sensor
19.2,231.0,low-cost sensor
12.8,231.0,low-cost sensor
18.0,79.0,low-cost sensor
22.3,67.0,low-cost sensor
26.9,67.0,low-cost sensor
28.3,119.0,low-cost sensor
28.7,119.0,low-cost sensor
32.7,152.0,low-cost sensor
35.2,158.0,low-cost sensor
36.5,158.0,low-cost sensor
37.0,140.0,low-cost sensor
36.8,140.0,low-cost sensor
32.0,52.0,low-cost sensor
35.7,152.0,low-cost sensor
32.6,152.0,low-cost sensor
37.6,152.0,low-cost sensor
30.7,170.0,low-cost sensor
28.4,170.0,low-cost sensor
30.6,170.0,low-cost sensor
26.3,65.0,low-cost sensor
30.1,111.0,low-cost sensor
31.3,111.0,low-cost sensor
20.9,160.0,low-cost sensor
24.0,160.0,low-cost sensor
25.6,76.0,low-cost sensor
28.1,76.0,low-cost sensor
22.8,190.0,low-cost sensor
27.3,190.0,low-cost sensor
29.4,188.0,low-cost sensor
30.1,188.0,low-cost sensor
31.4,159.0,low-cost sensor
28.2,159.0,low-cost sensor
26.5,190.0,low-cost sensor
29.2,190.0,low-cost sensor
24.8,227.0,low-cost sensor
26.1,227.0,low-cost sensor
23.5,53.0,low-cost sensor
28.4,53.0,low-cost sensor
38.8,229.0,low-cost sensor
39.6,229.0,low-cost sensor
36.6,396.0,low-cost sensor
39.0,396.0,low-cost sensor
44.4,401.0,low-cost sensor
45.8,401.0,low-cost sensor
31.2,210.0,low-cost sensor
21.4,232.0,low-cost sensor
19.8,232.0,low-cost sensor
23.9,200.0,low-cost sensor
18.2,200.0,low-cost sensor
31.5,263.0,low-cost sensor
28.2,263.0,low-cost sensor
14.1,140.0,low-cost sensor
17.5,140.0,low-cost sensor
15.2,174.0,low-cost sensor
17.3,95.0,low-cost sensor
21.9,95.0,low-cost sensor
32.1,216.0,low-cost sensor
32.3,216.0,low-cost sensor
2.8,216.0,low-cost sensor
3.3,216.0,low-cost sensor
13.2,195.0,low-cost sensor
13.6,195.0,low-cost sensor
14.4,183.0,low-cost sensor
15.5,183.0,low-cost sensor
24.1,263.0,low-cost sensor
23.4,263.0,low-cost sensor
13.0,138.0,low-cost sensor
11.8,138.0,low-cost sensor
20.8,330.0,low-cost sensor
14.8,330.0,low-cost sensor
33.6,193.0,low-cost sensor
35.4,193.0,low-cost sensor
28.8,129.0,low-cost sensor
30.4,129.0,low-cost sensor
20.6,6.0,low-cost sensor
19.8,6.0,low-cost sensor
28.5,62.0,low-cost sensor
25.8,62.0,low-cost sensor
15.3,32.0,low-cost sensor
12.6,32.0,low-cost sensor
13.6,3.0,low-cost sensor
15.8,3.0,low-cost sensor
18.4,66.0,low-cost sensor
18.0,66.0,low-cost sensor
33.6,183.0,low-cost sensor
42.4,281.0,low-cost sensor
48.0,281.0,low-cost sensor
40.3,190.0,low-cost sensor
17.7,48.0,low-cost sensor
22.0,85.0,low-cost sensor
22.0,85.0,low-cost sensor
22.8,9.0,low-cost sensor
25.2,9.0,low-cost sensor
22.0,81.0,low-cost sensor
24.5,81.0,low-cost sensor
22.7,4.0,low-cost sensor
25.0,4.0,low-cost sensor
24.4,4.0,low-cost sensor
25.7,46.0,low-cost sensor
24.8,46.0,low-cost sensor
26.8,46.0,low-cost sensor
29.5,43.0,low-cost sensor
26.3,43.0,low-cost sensor
33.9,86.0,low-cost sensor
29.5,86.0,low-cost sensor
33.3,222.0,low-cost sensor
37.0,222.0,low-cost sensor
43.5,106.0,low-cost sensor
35.7,106.0,low-cost sensor
25.8,101.0,low-cost sensor
27.0,101.0,low-cost sensor
19.7,89.0,low-cost sensor
19.7,89.0,low-cost sensor
17.6,58.0,low-cost sensor
19.3,58.0,low-cost sensor
23.5,82.0,low-cost sensor
21.1,82.0,low-cost sensor
17.7,66.0,low-cost sensor
21.3,66.0,low-cost sensor
22.8,47.0,low-cost sensor
25.3,47.0,low-cost sensor
51.2,526.0,low-cost sensor
52.2,526.0,low-cost sensor
71.0,593.0,low-cost sensor
52.0,566.0,low-cost sensor
53.5,566.0,low-cost sensor
53.5,332.0,low-cost sensor
55.1,332.0,low-cost sensor
78.3,370.0,low-cost sensor
61.4,370.0,low-cost sensor
33.0,125.0,low-cost sensor
37.2,125.0,low-cost sensor
38.1,56.0,low-cost sensor
37.6,93.0,low-cost sensor
39.5,93.0,low-cost sensor
40.2,43.0,low-cost sensor
47.1,128.0,low-cost sensor
33.1,300.0,low-cost sensor
23.8,18.0,low-cost sensor
29.2,73.0,low-cost sensor
33.0,263.0,low-cost sensor
36.8,104.0,low-cost sensor
34.2,104.0,low-cost sensor
25.5,50.0,low-cost sensor
26.6,50.0,low-cost sensor
38.1,77.0,low-cost sensor
27.3,77.0,low-cost sensor
38.7,103.0,low-cost sensor
41.9,195.0,low-cost sensor
44.8,123.0,low-cost sensor
35.5,216.0,low-cost sensor
36.5,216.0,low-cost sensor
36.4,206.0,low-cost sensor
43.0,172.0,low-cost sensor
44.9,172.0,low-cost sensor
45.1,180.0,low-cost sensor
41.0,180.0,low-cost sensor
47.2,286.0,low-cost sensor
45.0,286.0,low-cost sensor
45.6,331.0,low-cost sensor
44.5,477.0,low-cost sensor
39.2,151.0,low-cost sensor
43.2,151.0,low-cost sensor
42.8,144.0,low-cost sensor
43.5,144.0,low-cost sensor
33.8,120.0,low-cost sensor
39.4,57.0,low-cost sensor
34.9,57.0,low-cost sensor
32.5,66.0,low-cost sensor
38.4,98.0,low-cost sensor
36.2,123.0,low-cost sensor
17.1,35.0,low-cost sensor
18.5,35.0,low-cost sensor
44.0,239.0,low-cost sensor
61.5,336.0,low-cost sensor
82.3,336.0,low-cost sensor
114.7,1118.0,low-cost sensor
127.6,1118.0,low-cost sensor
210.1,1069.0,low-cost sensor
190.5,1069.0,low-cost sensor
169.4,1087.0,low-cost sensor
188.7,1087.0,low-cost sensor
221.3,993.0,low-cost sensor
55.2,525.0,low-cost sensor
55.4,525.0,low-cost sensor
198.6,355.0,low-cost sensor
175.2,355.0,low-cost sensor
57.3,497.0,low-cost sensor
64.8,497.0,low-cost sensor
91.2,401.0,low-cost sensor
100.4,401.0,low-cost sensor
102.9,401.0,low-cost sensor
41.6,278.0,low-cost sensor
48.2,278.0,low-cost sensor
76.0,253.0,low-cost sensor
107.2,253.0,low-cost sensor
109.5,891.0,low-cost sensor
144.2,891.0,low-cost sensor
167.3,787.0,low-cost sensor
164.9,787.0,low-cost sensor
71.6,459.0,low-cost sensor
80.7,459.0,low-cost sensor
44.1,275.0,low-cost sensor
49.1,361.0,low-cost sensor
39.9,158.0,low-cost sensor
49.4,227.0,low-cost sensor
44.6,227.0,low-cost sensor
45.8,293.0,low-cost sensor
46.4,325.0,low-cost sensor
47.4,325.0,low-cost sensor
42.8,320.0,low-cost sensor
46.0,320.0,low-cost sensor
69.8,745.0,low-cost sensor
81.2,745.0,low-cost sensor
101.3,903.0,low-cost sensor
97.0,903.0,low-cost sensor
79.8,861.0,low-cost sensor
108.3,861.0,low-cost sensor
48.5,176.0,low-cost sensor
52.3,176.0,low-cost sensor
52.5,693.0,low-cost sensor
51.2,693.0,low-cost sensor
85.0,713.0,low-cost sensor
82.3,713.0,low-cost sensor
45.1,390.0,low-cost sensor
61.0,902.0,low-cost sensor
67.0,902.0,low-cost sensor
75.9,902.0,low-cost sensor
32.5,387.0,low-cost sensor
33.0,387.0,low-cost sensor
146.8,1241.0,low-cost sensor
166.7,1241.0,low-cost sensor
189.5,1622.0,low-cost sensor
212.2,1622.0,low-cost sensor
112.3,1213.0,low-cost sensor
215.8,1638.0,low-cost sensor
219.0,1638.0,low-cost sensor
269.2,1335.0,low-cost sensor
271.4,1335.0,low-cost sensor
146.7,928.0,low-cost sensor
207.9,928.0,low-cost sensor
153.3,1582.0,low-cost sensor
77.2,915.0,low-cost sensor
91.7,915.0,low-cost sensor
130.0,834.0,low-cost sensor
137.5,834.0,low-cost sensor
80.1,1014.0,low-cost sensor
88.9,1014.0,low-cost sensor
98.1,1014.0,low-cost sensor
108.3,577.0,low-cost sensor
108.1,577.0,low-cost sensor
27.4,272.0,low-cost sensor
27.4,272.0,low-cost sensor
24.2,296.0,low-cost sensor
25.7,296.0,low-cost sensor
24.4,375.0,low-cost sensor
27.8,375.0,low-cost sensor
15.0,83.0,low-cost sensor
16.2,83.0,low-cost sensor
21.4,91.0,low-cost sensor
23.5,91.0,low-cost sensor
14.0,306.0,low-cost sensor
11.3,306.0,low-cost sensor
12.3,251.0,low-cost sensor
13.2,251.0,low-cost sensor
5.2,93.0,low-cost sensor
5.5,93.0,low-cost sensor
16.2,96.0,low-cost sensor
7.6,96.0,low-cost sensor
3.1,70.0,low-cost sensor
1.6,70.0,low-cost sensor
40.0,206.0,low-cost sensor
41.0,206.0,low-cost sensor
36.5,55.0,low-cost sensor
38.9,55.0,low-cost sensor
39.1,199.0,low-cost sensor
41.1,199.0,low-cost sensor
42.2,199.0,low-cost sensor
35.3,285.0,low-cost sensor
37.9,285.0,low-cost sensor
39.6,285.0,low-cost sensor
31.2,150.0,low-cost sensor
35.8,150.0,low-cost sensor
31.4,158.0,low-cost sensor
38.1,158.0,low-cost sensor
39.5,167.0,low-cost sensor
42.6,167.0,low-cost sensor
30.9,124.0,low-cost sensor
35.3,124.0,low-cost sensor
21.6,32.0,low-cost sensor
30.7,32.0,low-cost sensor
20.8,122.0,low-cost sensor
19.4,122.0,low-cost sensor
18.6,84.0,low-cost sensor
22.0,84.0,low-cost sensor
22.1,0.0,low-cost sensor
14.2,0.0,low-cost sensor
18.6,24.0,low-cost sensor
20.4,24.0,low-cost sensor
29.1,222.0,low-cost sensor
29.9,222.0,low-cost sensor
33.2,272.0,low-cost sensor
30.4,272.0,low-cost sensor
28.5,157.0,low-cost sensor
25.1,157.0,low-cost sensor
31.1,116.0,low-cost sensor
32.8,116.0,low-cost sensor
25.4,158.0,low-cost sensor
28.5,158.0,low-cost sensor
41.0,203.0,low-cost sensor
43.1,203.0,low-cost sensor
17.7,41.0,low-cost sensor
6.8,46.0,low-cost sensor
13.0,118.0,low-cost sensor
12.1,118.0,low-cost sensor
30.1,47.0,low-cost sensor
34.9,47.0,low-cost sensor
39.5,119.0,low-cost sensor
40.3,119.0,low-cost sensor
31.4,119.0,low-cost sensor
32.3,119.0,low-cost sensor
38.1,82.0,low-cost sensor
45.1,165.0,low-cost sensor
42.5,165.0,low-cost sensor
47.2,176.0,low-cost sensor
49.6,176.0,low-cost sensor
36.2,88.0,low-cost sensor
38.8,88.0,low-cost sensor
46.8,162.0,low-cost sensor
49.2,162.0,low-cost sensor
47.6,162.0,low-cost sensor
36.1,288.0,low-cost sensor
36.6,288.0,low-cost sensor
38.4,156.0,low-cost sensor
39.1,156.0,low-cost sensor
44.9,156.0,low-cost sensor
35.5,105.0,low-cost sensor
41.3,141.0,low-cost sensor
48.8,141.0,low-cost sensor
35.2,224.0,low-cost sensor
27.2,119.0,low-cost sensor
33.9,119.0,low-cost sensor
40.3,68.0,low-cost sensor
40.5,68.0,low-cost sensor
26.4,129.0,low-cost sensor
30.1,129.0,low-cost sensor
49.0,207.0,low-cost sensor
50.6,207.0,low-cost sensor
35.4,183.0,low-cost sensor
34.5,183.0,low-cost sensor
39.1,187.0,low-cost sensor
42.8,187.0,low-cost sensor
37.1,154.0,low-cost sensor
34.4,154.0,low-cost sensor
37.4,268.0,low-cost sensor
42.2,268.0,low-cost sensor
31.1,26.0,low-cost sensor
36.0,26.0,low-cost sensor
49.5,217.0,low-cost sensor
53.2,217.0,low-cost sensor
42.1,264.0,low-cost sensor
47.5,264.0,low-cost sensor
48.3,472.0,low-cost sensor
49.9,472.0,low-cost sensor
48.3,472.0,low-cost sensor
42.2,229.0,low-cost sensor
31.3,229.0,low-cost sensor
17.6,49.0,low-cost sensor
22.9,49.0,low-cost sensor
25.1,65.0,low-cost sensor
27.9,65.0,low-cost sensor
40.4,95.0,low-cost sensor
41.4,95.0,low-cost sensor
25.4,199.0,low-cost sensor
25.4,199.0,low-cost sensor
35.6,185.0,low-cost sensor
34.7,185.0,low-cost sensor
23.2,87.0,low-cost sensor
27.3,87.0,low-cost sensor
40.0,166.0,low-cost sensor
44.6,166.0,low-cost sensor
31.0,88.0,low-cost sensor
59.3,88.0,low-cost sensor
31.5,140.0,low-cost sensor
31.6,84.0,low-cost sensor
33.7,84.0,low-cost sensor
40.6,220.0,low-cost sensor
42.2,220.0,low-cost sensor
6.3,275.0,low-cost sensor
6.0,275.0,low-cost sensor
5.2,367.0,low-cost sensor
4.3,367.0,low-cost sensor
18.7,401.0,low-cost sensor
24.9,85.0,low-cost sensor
25.5,85.0,low-cost sensor
32.9,310.0,low-cost sensor
34.0,310.0,low-cost sensor
15.5,55.0,low-cost sensor
15.9,55.0,low-cost sensor
17.4,268.0,low-cost sensor
19.7,268.0,low-cost sensor
56.5,461.0,low-cost sensor
66.0,461.0,low-cost sensor
37.4,176.0,low-cost sensor
39.8,176.0,low-cost sensor
43.9,197.0,low-cost sensor
47.0,197.0,low-cost sensor
36.9,206.0,low-cost sensor
37.3,206.0,low-cost sensor
28.4,46.0,low-cost sensor
28.0,46.0,low-cost sensor
31.8,62.0,low-cost sensor
24.6,62.0,low-cost sensor
23.2,34.0,low-cost sensor
29.3,34.0,low-cost sensor
32.4,28.0,low-cost sensor
35.3,28.0,low-cost sensor
16.3,62.0,low-cost sensor
22.2,62.0,low-cost sensor
37.8,93.0,low-cost sensor
36.6,93.0,low-cost sensor
35.6,168.0,low-cost sensor
39.4,182.0,low-cost sensor
43.7,182.0,low-cost sensor
43.7,333.0,low-cost sensor
46.0,333.0,low-cost sensor
40.7,346.0,low-cost sensor
40.6,346.0,low-cost sensor
46.5,289.0,low-cost sensor
35.1,85.0,low-cost sensor
35.3,246.0,low-cost sensor
36.3,246.0,low-cost sensor
27.3,35.0,low-cost sensor
30.9,35.0,low-cost sensor
40.4,201.0,low-cost sensor
41.1,201.0,low-cost sensor
30.0,6.0,low-cost sensor
31.9,6.0,low-cost sensor
34.3,6.0,low-cost sensor
35.4,73.0,low-cost sensor
35.4,73.0,low-cost sensor
35.2,73.0,low-cost sensor
39.3,100.0,low-cost sensor
40.4,100.0,low-cost sensor
30.7,53.0,low-cost sensor
34.5,53.0,low-cost sensor
44.5,257.0,low-cost sensor
45.5,257.0,low-cost sensor
39.0,257.0,low-cost sensor
36.9,257.0,low-cost sensor
29.1,133.0,low-cost sensor
33.1,133.0,low-cost sensor
31.9,102.0,low-cost sensor
32.7,102.0,low-cost sensor
41.8,119.0,low-cost sensor
40.4,119.0,low-cost sensor
28.1,64.0,low-cost sensor
30.0,64.0,low-cost sensor
33.7,137.0,low-cost sensor
32.9,85.0,low-cost sensor
36.2,85.0,low-cost sensor
21.4,8.0,low-cost sensor
26.8,8.0,low-cost sensor
35.0,85.0,low-cost sensor
41.5,85.0,low-cost sensor
